100,1.35894,0.507075
110,1.30324,0.535008
121,1.28202,0.473366
133,1.40954,0.651119
146,1.19303,0.560765
160,1.2929,0.467965
176,1.30062,0.536927
193,1.33191,0.534361
212,1.44321,0.537363
233,1.34748,0.536293
256,1.30859,0.552426
281,1.27964,0.519544
309,1.48527,0.555862
339,1.36445,0.696085
372,1.23099,0.529106
409,1.31686,0.541747
449,1.39702,0.539059
493,1.36432,0.563318
542,1.26515,0.537585
596,1.41568,0.553825
655,1.32121,0.463616
720,1.33587,0.475561
792,1.30399,0.540608
871,1.31978,0.434453
958,1.46761,0.462332
1053,1.31837,0.440475
1158,1.44333,0.559683
1273,1.4952,0.587831
1400,1.20329,0.429345
1540,1.20336,0.592232
1694,1.17275,0.410463
1863,1.2536,0.53765
2049,1.20245,0.540346
2253,1.32413,0.629128
2478,1.38808,0.544394
2725,1.22197,0.593552
2997,1.2985,0.536804
3296,1.31112,0.535161
3625,1.33816,0.530596
3987,1.32595,0.562356
4385,1.21396,0.451097
4823,1.32536,0.573097
5305,1.37716,0.477994
5835,1.55588,0.498893
6418,1.4907,0.444456
7059,1.31233,0.533441
7764,1.42278,0.396957
8540,1.51489,0.469876
9394,1.38953,0.505337
10333,1.31312,0.575572
11366,1.46479,0.502672
12502,1.19671,0.636992
13752,1.44415,0.488861
15127,1.26163,0.518569
16639,1.34143,0.556881
18302,1.32106,0.470807
20132,1.18303,0.558499
22145,1.25018,0.501122
24359,1.34181,0.484374
26794,1.33834,0.568391
29473,1.23055,0.536814
32420,1.20736,0.532806
35662,1.51873,0.54585
39228,1.64517,0.549404
43150,1.78003,0.555809
47465,2.05379,0.499426
52211,2.12865,0.54045
57432,2.15612,0.567982
63175,2.44936,0.499434
69492,2.47189,0.549026
76441,2.49558,0.561375
84085,2.38968,0.525945
92493,2.3953,0.549905
101742,2.54729,0.635552
111916,2.75597,0.443645
123107,2.83202,0.446419
135417,4.04909,0.546205
148958,4.14678,0.571975
163853,4.49317,0.425483
180238,4.36589,0.557032
198261,4.62634,0.702335
218087,4.74209,0.378975
239895,5.04958,0.500383
263884,5.09142,0.542776
290272,5.38107,0.516775
319299,5.88486,0.543322
351228,6.11508,0.5513
386350,6.6464,0.556319
424985,7.308,0.585683
467483,7.76643,0.587247
514231,8.26859,0.419983
565654,8.32572,0.474975
622219,8.75171,0.597216
684440,9.08168,0.595485
752884,9.35129,0.66075
828172,9.75671,0.593645
910989,10.1882,0.55945
1002087,10.1564,0.549886
1102295,10.6644,0.485959
1212524,10.7148,0.536518
1333776,11.0248,0.511172
1467153,11.091,0.554647
1613868,11.2725,0.390629
1775254,11.3421,0.515426
1952779,11.7249,0.441668
2148056,11.8956,0.471697
2362861,11.9719,0.646753
2599147,10.1238,0.679811
2859061,10.1155,0.614383
3144967,10.4388,0.533556
3459463,10.8491,0.465827
3805409,11.3881,0.414091
4185949,11.6336,0.508075
4604543,12.337,0.56981
5064997,10.9092,0.561505
5571496,12.1307,0.566702
6128645,14.8331,0.666781
6741509,16.8005,0.551651
7415659,22.1619,0.642361
8157224,26.0088,0.538424
8972946,30.0773,0.584647
9870240,33.6695,0.626387
10857264,36.6963,0.765939
11942990,39.3859,0.582305
13137289,41.8609,0.513624
14451017,44.3253,0.598599
15896118,47.0703,0.656416
17485729,48.1737,0.50181
19234301,50.698,0.63345
21157731,51.8872,0.627633
23273504,53.8352,0.583412
25600854,54.7119,0.725109
28160939,55.8165,0.566321
30977032,57.2157,0.589543
34074735,57.9099,0.602461
37482208,59.137,0.647113
41230428,60.2926,0.616102
45353470,60.9189,0.577258
49888817,60.9428,0.61849
54877698,61.3779,0.673451
60365467,62.8786,0.623496
66402013,63.6099,0.596739
73042214,63.8246,0.558243
80346435,64.4559,0.622052
88381078,64.9988,0.540673
97219185,65.761,0.75373
106941103,66.3733,0.620843
117635213,66.4555,0.67522
129398734,66.898,0.644395
142338607,67.5639,0.645941
156572467,68.1047,0.648715
172229713,68.2181,0.656377
189452684,68.2541,0.573817
208397952,69.2123,0.589372
229237747,69.1027,0.554827
252161521,68.4748,0.649811
277377673,68.2708,0.669072
305115440,68.9632,0.684213
335626984,69.9798,0.629844
369189682,69.6821,0.560726
406108650,69.5115,0.641459
446719515,69.3139,0.684424
491391466,69.5187,0.590312
540530612,70.1486,0.644419
594583673,70.4945,0.713
654042040,70.032,0.702243
719446244,70.5094,0.619981
791390868,70.3797,0.693695
870529954,70.3869,0.66888
957582949,71.0288,0.529707
1053341243,70.1929,0.686344
1158675367,70.2086,0.668133
1274542903,70.836,0.62076
1401997193,70.9159,0.630317
1542196912,70.8979,0.620212
1696416603,70.6324,0.600601
1866058263,70.4619,0.596836
2052664089,70.3967,0.641364
2257930497,70.736,0.71968
2483723546,70.2952,0.61634
2732095900,70.4633,0.667509
3005305490,71.015,0.688654
3305836039,71.1892,0.544085
3636419642,71.8607,0.636065
4000061606,72.3121,0.594369
4400067766,72.5564,0.672088
4840074542,73.0518,0.599037
5324081996,73.6481,0.614591
5856490195,73.8649,0.643589
