100,1.19439,0.509711
105,1.28964,0.507707
110,1.43924,0.520258
115,1.31783,0.535248
120,1.29415,0.592903
126,1.23439,0.549136
132,1.35995,0.50299
138,1.43588,0.513383
144,1.34771,0.506503
151,1.2153,0.477709
158,1.27245,0.612514
165,1.32099,0.565036
173,1.23458,0.444755
181,1.33886,0.608414
190,1.36976,0.606439
199,1.27855,0.477844
208,1.21973,0.489486
218,1.33663,0.602403
228,1.24526,0.539006
239,1.35558,0.519306
250,1.47027,0.510303
262,1.3947,0.601193
275,1.17902,0.628713
288,1.21464,0.558528
302,1.26307,0.49757
317,1.34404,0.507118
332,1.50657,0.432389
348,1.51627,0.57019
365,1.2772,0.562254
383,1.25307,0.529006
402,1.38265,0.453633
422,1.23708,0.586578
443,1.34669,0.496219
465,1.3907,0.56142
488,1.30911,0.549819
512,1.18315,0.44883
537,1.34972,0.552916
563,1.23419,0.561517
591,1.21741,0.528267
620,1.16573,0.503394
651,1.27572,0.585808
683,1.48402,0.573547
717,1.27876,0.546401
752,1.38063,0.538966
789,1.2777,0.456495
828,1.46851,0.536958
869,1.3132,0.57599
912,1.33418,0.572222
957,1.36766,0.450019
1004,1.31901,0.493885
1054,1.38376,0.635235
1106,1.05578,0.538261
1161,1.45153,0.503039
1219,1.29102,0.535715
1279,1.23191,0.540657
1342,1.30874,0.500783
1409,1.24408,0.579121
1479,1.16448,0.539551
1552,1.32152,0.487791
1629,1.34354,0.540469
1710,1.22756,0.57969
1795,1.40705,0.584604
1884,1.29456,0.603768
1978,1.39793,0.569401
2076,1.28992,0.579159
2179,1.33519,0.611175
2287,1.26234,0.584406
2401,1.33072,0.527007
2521,1.28036,0.485302
2647,1.32468,0.599094
2779,1.36612,0.552626
2917,1.43862,0.537834
3062,1.1685,0.498178
3215,1.50577,0.589482
3375,1.23959,0.573097
3543,1.34859,0.519892
3720,1.30684,0.54968
3906,1.30445,0.586086
4101,1.3016,0.552053
4306,1.16946,0.562888
4521,1.43549,0.493101
4747,1.26705,0.553719
4984,1.3298,0.588838
5233,1.17676,0.588837
5494,1.34155,0.537664
5768,1.19609,0.548868
6056,1.2342,0.43942
6358,1.45585,0.487959
6675,1.34266,0.5463
7008,1.37497,0.601257
7358,1.18042,0.481572
7725,1.39355,0.477653
8111,1.32993,0.564439
8516,1.40241,0.504057
8941,1.25864,0.580236
9388,1.307,0.647825
9857,1.30058,0.536283
10349,1.50754,0.634673
10866,1.41599,0.541151
11409,1.23086,0.50998
11979,1.27312,0.551379
12577,1.17648,0.540009
13205,1.13037,0.574611
13865,1.33623,0.58883
14558,1.26903,0.503197
15285,1.2933,0.479716
16049,1.20473,0.547735
16851,1.26586,0.666168
17693,1.28873,0.528964
18577,1.37066,0.568195
19505,1.2756,0.4958
20480,1.284,0.488145
21504,1.38607,0.586444
22579,1.38164,0.567794
23707,1.42291,0.581584
24892,1.20185,0.620503
26136,1.44898,0.545764
27442,1.33196,0.505127
28814,1.3503,0.604255
30254,1.48228,0.566696
31766,1.21262,0.433029
33354,1.31986,0.503079
35021,1.33072,0.548138
36772,1.44358,0.625513
38610,1.66397,0.543731
40540,1.50743,0.514707
42567,1.67622,0.647588
44695,1.76351,0.608348
46929,1.91653,0.577643
49275,1.95641,0.548842
51738,1.95515,0.546132
54324,2.041,0.514228
57040,2.13012,0.622289
59892,2.23007,0.603578
62886,2.15945,0.479918
66030,2.20925,0.609573
69331,2.2067,0.517703
72797,2.24777,0.599356
76436,2.34532,0.523552
80257,2.52722,0.397028
84269,2.52593,0.527754
88482,2.62159,0.562128
92906,2.50289,0.537938
97551,2.64478,0.503992
102428,2.57521,0.520987
107549,2.6482,0.502093
112926,2.60918,0.490345
118572,2.74388,0.437572
124500,2.79238,0.504059
130725,2.66384,0.681154
137261,3.11161,0.446613
144124,3.39951,0.478638
151330,3.57622,0.703734
158896,3.55472,0.439277
166840,3.42703,0.51347
175182,3.60352,0.464413
183941,3.75879,0.534343
193138,3.74968,0.534266
202794,3.83811,0.442526
212933,3.89566,0.475531
223579,4.17,0.600197
234757,4.06033,0.46659
246494,4.2758,0.541058
258818,4.67388,0.469644
271758,4.9182,0.572091
285345,5.07415,0.576323
299612,5.22303,0.545
314592,5.36741,0.523665
330321,5.68456,0.414614
346837,6.05952,0.536123
364178,6.33004,0.556955
382386,6.21215,0.57569
401505,6.50428,0.527304
421580,7.06631,0.528518
442659,7.17214,0.516801
464791,7.47267,0.655401
488030,7.76473,0.518222
512431,7.85779,0.435341
538052,7.92612,0.51978
564954,8.34902,0.494271
593201,8.56598,0.520582
622861,8.68669,0.588732
654004,8.93076,0.640313
686704,9.20901,0.511587
721039,9.38833,0.497508
757090,9.35723,0.649845
794944,9.50759,0.478442
834691,9.95419,0.520086
876425,9.88481,0.544273
920246,10.1247,0.504151
966258,10.2904,0.495566
1014570,10.3774,0.564
1065298,10.6044,0.603591
1118562,10.5818,0.591527
1174490,10.6998,0.558556
1233214,10.6658,0.514503
1294874,10.9192,0.503227
1359617,10.7432,0.688119
1427597,11.001,0.499355
1498976,11.0947,0.545905
1573924,11.2276,0.410297
1652620,11.3789,0.537229
1735251,11.2247,0.640844
1822013,11.5269,0.456973
1913113,11.566,0.51345
2008768,11.9789,0.547641
