100,1.4037,-0.0277461
105,1.24703,-0.0985912
110,1.26239,0.0165468
115,1.319,0.00403627
120,1.32338,-0.154482
126,1.3206,-0.025656
132,1.2117,0.0688662
138,1.34954,-0.028701
144,1.32852,-0.0796821
151,1.20465,-0.00245285
158,1.35955,-0.114126
165,1.21772,0.0543961
173,1.33443,-0.155745
181,1.53418,-0.0239438
190,1.37233,0.0647916
199,1.46792,-0.135815
208,1.43741,0.0768363
218,1.38242,-0.00231549
228,1.24907,-0.0716003
239,1.37344,0.0379531
250,1.48542,0.113562
262,1.37516,-0.0708121
275,1.47122,-0.010915
288,1.38239,0.032626
302,1.31564,-0.130847
317,1.34854,0.113495
332,1.5107,0.0619809
348,1.61625,0.00889085
365,1.49315,0.158408
383,1.24525,-0.056773
402,1.1361,0.00898923
422,1.19319,0.0281618
443,1.25642,-0.0197872
465,1.30742,0.0673076
488,1.31118,0.0345609
512,1.23239,0.102729
537,1.18618,-0.143752
563,1.30697,-0.0417536
591,1.28441,-0.0858323
620,1.1861,-0.0929379
651,1.32606,0.0154405
683,1.48748,-0.0211855
717,1.33412,-0.00289205
752,1.34727,-0.0276829
789,1.29006,-0.145931
828,1.30291,0.00764027
869,1.30968,0.0182232
912,1.36246,0.00870323
957,1.33198,-0.0229021
1004,1.36368,0.0335545
1054,1.36614,-0.00389928
1106,1.32543,0.00810289
1161,1.4819,-0.0610433
1219,1.20919,0.0410141
1279,1.29569,0.00696071
1342,1.32533,0.00899426
1409,1.28177,-0.0851623
1479,1.13362,-0.11657
1552,1.35857,-0.0734379
1629,1.30889,0.0512671
1710,1.24907,0.0116931
1795,1.26623,-0.0257093
1884,1.19172,0.0626803
1978,1.31383,-0.0579991
2076,1.53956,0.00880066
2179,1.32157,0.00513566
2287,1.2314,-0.11679
2401,1.20684,0.109181
2521,1.25072,-0.0201719
2647,1.31172,0.137851
2779,1.30722,-0.102646
2917,1.39951,0.00381201
3062,1.27721,0.0298671
3215,1.35362,-0.151872
3375,1.36281,-0.0686941
3543,1.26419,0.0607612
3720,1.35794,0.00912327
3906,1.21691,-0.0105306
4101,1.36889,-0.0337257
4306,1.32924,0.0100609
4521,1.27951,-0.0847964
4747,1.2185,-0.0172261
4984,1.23646,-0.0106894
5233,1.32772,0.0533698
5494,1.37544,-0.0154636
5768,1.40921,0.0454869
6056,1.32594,-0.00072589
6358,1.35491,0.01057
6675,1.43601,-0.0492925
7008,1.41997,-0.059873
7358,1.46187,0.0564585
7725,1.33078,-0.00352953
8111,1.22661,0.00561243
8516,1.32917,0.00792991
8941,1.26849,-0.0703066
9388,1.42024,0.00968731
9857,1.43689,0.0928518
10349,1.30903,-0.00189485
10866,1.25218,-0.0471741
11409,1.38844,-0.0670399
11979,1.44989,0.0542343
12577,1.28579,-0.0999357
13205,1.52281,0.0056155
13865,1.31081,0.004613
14558,1.09975,0.033617
15285,1.13675,0.0240238
16049,1.34054,-0.00668239
16851,1.25045,-0.0861244
17693,1.20983,-0.0686218
18577,1.18949,-0.0290088
19505,1.27951,-0.0898397
20480,1.46264,-0.052182
21504,1.39852,-0.0270617
22579,1.38188,0.00549953
23707,1.33137,-0.0744841
24892,1.37454,0.00401279
26136,1.39014,0.0258506
27442,1.31284,0.0169871
28814,1.29974,-0.0383662
30254,1.33634,-0.0461553
31766,1.52526,-0.0989132
33354,1.49343,-0.0593827
35021,1.56713,0.0137029
36772,1.68429,-0.245861
38610,1.62478,0.0141555
40540,1.7085,-0.0157168
42567,1.66815,0.0279277
44695,1.7427,-0.00896881
46929,2.48479,-0.0819761
49275,1.95725,0.0872077
51738,1.86264,0.00218637
54324,2.12746,-0.0197815
57040,2.12169,0.0071588
59892,2.22123,0.0376584
62886,2.22937,0.00818265
66030,2.30356,0.0133404
69331,2.39033,0.016615
72797,2.41095,0.00544402
76436,2.47998,-0.0157548
80257,2.48237,0.0140478
84269,2.50532,0.040601
88482,2.52346,-0.00470831
92906,2.55719,0.004761
97551,2.58923,-0.0394031
102428,2.62267,0.0180417
107549,2.76983,0.0102743
112926,2.83211,0.00455051
118572,2.86976,-0.0243533
124500,2.9169,0.0391594
130725,2.96292,-0.00225261
137261,2.84333,0.0705358
144124,2.79703,-0.00719336
151330,2.8302,0.0277347
158896,2.84935,0.00941598
166840,2.96284,0.0189674
175182,2.89636,0.128249
183941,3.21929,0.0777891
193138,3.50731,0.054829
202794,3.64982,-0.0112782
212933,3.76377,0.0604636
223579,3.90448,-0.0439941
234757,4.07622,-0.0107154
246494,4.37896,0.0566786
258818,4.42285,0.102369
271758,4.72811,-0.098853
285345,4.88409,-0.0415203
299612,5.28828,-0.0220434
314592,5.50534,0.0193714
330321,5.79198,-0.0577926
346837,5.98915,0.0199684
364178,6.12804,-0.00846504
382386,6.30506,0.0113051
401505,6.61198,0.0598228
421580,6.84908,0.0130684
442659,7.14334,-0.0183372
464791,7.25232,0.00072592
488030,7.51357,0.0724579
512431,7.66157,0.0124155
538052,8.00938,0.0131431
564954,8.12013,0.060392
593201,8.36397,-0.00530483
622861,8.61512,-0.00875416
654004,8.75305,0.0458297
686704,9.01788,0.0671269
721039,9.06191,0.0438675
757090,9.30808,0.00012558
794944,9.4969,-0.017368
834691,9.65805,-0.00410879
876425,9.75398,0.0178966
920246,9.85193,-0.00831228
966258,10.0066,0.01986
1014570,10.177,0.0170997
1065298,10.3506,-0.00226698
1118562,10.4372,0.0192686
1174490,10.4194,0.0269001
1233214,10.5929,0.0122826
1294874,10.7219,0.0590045
1359617,10.7658,-0.00043898
1427597,10.9034,-0.00139661
1498976,11.0432,0.0628753
1573924,11.0201,0.0288474
1652620,11.1891,0.0254626
1735251,11.2663,0.0176689
1822013,11.3865,0.0344222
1913113,11.4562,0.0490967
2008768,11.6034,-0.0102752
2109206,11.5558,0.0843191
2214666,11.6149,0.0203928
2325399,11.6436,0.02891
2441668,11.7131,-0.00572344
2563751,11.8153,0.0076507
2691938,11.8076,0.0459862
2826534,11.939,0.0102748
2967860,12.5388,0.0481045
3116253,13.0557,0.00110266
3272065,11.2583,0.0580111
3435668,10.9142,-0.169525
3607451,10.6831,0.118969
3787823,10.9611,0.124793
3977214,11.1469,0.114506
